Ea,Eb,Ec,Cond.
4755750944.38264,1924543584.46014,3571094031.22983,T5T6
4755751970.57728,1924542326.97931,3571092256.98689,T5T6
4755753013.81315,1924541048.5611,3571090452.11772,T5T6
4755754069.099,1924539755.33972,3571088625.59351,T5T6
4755755146.35922,1924538435.11899,3571086759.57681,T5T6
4755756230.72391,1924537106.17327,3571084880.79405,T5T6
4755757342.13738,1924535743.99269,3571082953.39863,T5T6
4755758458.79047,1924534375.37931,3571081016.58916,T5T6
4755747963.17999,1924547237.25894,3571099179.00052,T5T6
4755748938.76323,1924546041.96229,3571097495.7185,T5T6
4755749935.89273,1924544820.19102,3571095773.71298,T5T6
4755750945.28396,1924543583.35568,3571094029.67152,T5T6
4755751971.51782,1924542325.82678,3571092255.36073,T5T6
4755753014.82064,1924541047.32646,3571090450.37395,T5T6
4755754070.14683,1924539754.05565,3571088623.77991,T5T6
4755755147.47731,1924538433.74872,3571086757.63961,T5T6
4755756231.88345,1924537104.75219,3571084878.78502,T5T6
4755757343.37051,1924535742.48133,3571082951.26005,T5T6
4755758460.09937,1924534373.77498,3571081014.31705,T5T6
4755747963.91846,1924547236.35417,3571099177.72677,T5T6
4755748939.56193,1924546040.98365,3571097494.33917,T5T6
4755749936.72951,1924544819.16573,3571095772.2679,T5T6
4755750946.18428,1924543582.25244,3571094028.11491,T5T6
4755751972.45733,1924542324.67554,3571092253.73639,T5T6
4755753015.82701,1924541046.09317,3571090448.63208,T5T6
4755754071.1935,1924539752.77299,3571088621.96832,T5T6
4755755148.59417,1924538432.37994,3571086755.70453,T5T6
4755756233.04171,1924537103.33268,3571084876.77821,T5T6
4755757344.60227,1924535740.97163,3571082949.1238,T5T6
4755758461.40684,1924534372.1724,3571081012.04744,T5T6
4755747964.65613,1924547235.45039,3571099176.45442,T5T6
4755748940.35976,1924546040.00608,3571097492.96136,T5T6
4755749937.56538,1924544818.14156,3571095770.82442,T5T6
4755750947.08362,1924543581.15041,3571094026.56,T5T6
4755751973.39581,1924542323.52554,3571092252.1138,T5T6
4755753016.83228,1924541044.86123,3571090446.89214,T5T6
4755754072.23904,1924539751.49172,3571088620.15868,T5T6
4755755149.70981,1924538431.01267,3571086753.77159,T5T6
4755756234.19873,1924537101.9147,3571084874.77358,T5T6
4755757345.83269,1924535739.46359,3571082946.9899,T5T6
4755758462.71287,1924534370.57157,3571081009.78031,T5T6
4755747965.39299,1924547234.5476,3571099175.18345,T5T6
4755748941.15672,1924546039.02958,3571097491.58506,T5T6
4755749938.40032,1924544817.11852,3571095769.38252,T5T6
4755750947.98198,1924543580.04958,3571094025.0068,T5T6
4755751974.33326,1924542322.37681,3571092250.49301,T5T6
4755753017.83647,1924541043.63065,3571090445.1541,T5T6
4755754073.28343,1924539750.21184,3571088618.35101,T5T6
4755755150.82422,1924538429.6469,3571086751.84075,T5T6
4755756235.35446,1924537100.49829,3571084872.77114,T5T6
4755757347.06176,1924535737.9572,3571082944.85834,T5T6
4755758464.01749,1924534368.97251,3571081007.51567,T5T6
4755747966.12905,1924547233.6458,3571099173.91387,T5T6
4755748941.95281,1924546038.05414,3571097490.21026,T5T6
4755749939.23434,1924544816.0966,3571095767.94219,T5T6
4755750948.87934,1924543578.94996,3571094023.4553,T5T6
4755751975.26968,1924542321.22933,3571092248.87399,T5T6
4755753018.83954,1924541042.40141,3571090443.41795,T5T6
4755754074.32668,1924539748.93338,3571088616.54535,T5T6
4755755151.93743,1924538428.28261,3571086749.91203,T5T6
4755756236.50894,1924537099.08344,3571084870.77092,T5T6
4755757348.2895,1924535736.45246,3571082942.72912,T5T6
4755758465.32067,1924534367.37519,3571081005.25351,T5T6
4755747966.86429,1924547232.74498,3571099172.6457,T5T6
4755748942.74802,1924546037.07978,3571097488.83696,T5T6
4755749940.06746,1924544815.07578,3571095766.50343,T5T6
4755750949.77574,1924543577.85154,3571094021.9055,T5T6
4755751976.20509,1924542320.08311,3571092247.25674,T5T6
4755753019.84151,1924541041.17351,3571090441.6837,T5T6
4755754075.36878,1924539747.65632,3571088614.74165,T5T6
4755755153.0494,1924538426.91982,3571086747.98541,T5T6
4755756237.66216,1924537097.67011,3571084868.77285,T5T6
4755757349.51589,1924535734.94935,3571082940.6022,T5T6
4755758466.62243,1924534365.77961,3571081002.99381,T5T6
4755747967.59874,1924547231.84515,3571099171.37889,T5T6
4755748943.54236,1924546036.10647,3571097487.46517,T5T6
4755749940.89967,1924544814.05609,3571095765.06624,T5T6
4755750950.67115,1924543576.75431,3571094020.35738,T5T6
4755751977.13948,1924542318.93813,3571092245.64124,T5T6
4755753020.84239,1924541039.94695,3571090439.95135,T5T6
4755754076.40973,1924539746.38067,3571088612.93995,T5T6
4755755154.16016,1924538425.55851,3571086746.0609,T5T6
4755756238.81411,1924537096.25833,3571084866.77698,T5T6
4755757350.74093,1924535733.44789,3571082938.47762,T5T6
4755758467.92276,1924534364.18578,3571081000.73658,T5T6
4755747968.33238,1924547230.94629,3571099170.11347,T5T6
4755748944.33585,1924546035.13423,3571097486.09487,T5T6
4755749941.73097,1924544813.03751,3571095763.63063,T5T6
4755750951.56558,1924543575.65828,3571094018.81095,T5T6
4755751978.07283,1924542317.79442,3571092244.02751,T5T6
4755753021.8422,1924541038.72173,3571090438.22088,T5T6
4755754077.44956,1924539745.10639,3571088611.14019,T5T6
4755755155.26972,1924538424.19869,3571086744.13849,T5T6
4755756239.9648,1924537094.84809,3571084864.78328,T5T6
4755757351.96466,1924535731.94807,3571082936.35536,T5T6
4755758469.22167,1924534362.59368,3571080998.48181,T5T6
4755747969.06524,1924547230.04842,3571099168.84942,T5T6
4755748945.12846,1924546034.16304,3571097484.72606,T5T6
4755749942.56137,1924544812.02004,3571095762.19657,T5T6
4755750952.45905,1924543574.56345,3571094017.26621,T5T6
4755751979.00519,1924542316.65193,3571092242.41553,T5T6
4755753022.84091,1924541037.49784,3571090436.4923,T5T6
4755754078.48827,1924539743.83348,3571088609.34236,T5T6
4755755156.37807,1924538422.84035,3571086742.21816,T5T6
4755756241.11427,1924537093.43937,3571084862.79173,T5T6
4755757353.18704,1924535730.44988,3571082934.2354,T5T6
4755758470.51917,1924534361.00332,3571080996.22949,T5T6
4755747969.79729,1924547229.15152,3571099167.58675,T5T6
4755748945.92022,1924546033.19291,3571097483.35874,T5T6
4755749943.39086,1924544811.00367,3571095760.76408,T5T6
4755750953.35154,1924543573.46981,3571094015.72315,T5T6
4755751979.93651,1924542315.51069,3571092240.80531,T5T6
4755753023.83853,1924541036.27529,3571090434.7656,T5T6
4755754079.52585,1924539742.56198,3571088607.54653,T5T6
4755755157.48521,1924538421.48349,3571086740.29992,T5T6
4755756242.26245,1924537092.03222,3571084860.80239,T5T6
4755757354.4081,1924535728.95332,3571082932.11774,T5T6
4755758471.81528,1924534359.41468,3571080993.97964,T5T6
4755747970.52853,1924547228.2556,3571099166.32546,T5T6
4755748946.71112,1924546032.22384,3571097481.9929,T5T6
4755749944.21946,1924544809.98841,3571095759.33314,T5T6
4755750954.24306,1924543572.37735,3571094014.18176,T5T6
4755751980.86684,1924542314.37069,3571092239.19683,T5T6
4755753024.83507,1924541035.05406,3571090433.04077,T5T6
4755754080.56228,1924539741.29186,3571088605.75263,T5T6
4755755158.59116,1924538420.1281,3571086738.38377,T5T6
4755756243.4094,1924537090.62658,3571084858.81519,T5T6
4755757355.62782,1924535727.45838,3571082930.00239,T5T6
4755758473.10996,1924534357.82778,3571080991.73221,T5T6
4755747971.259,1924547227.36065,3571099165.06553,T5T6
4755748947.50115,1924546031.25581,3571097480.62855,T5T6
4755749945.04715,1924544808.97424,3571095757.90376,T5T6
4755750955.13362,1924543571.28608,3571094012.64205,T5T6
4755751981.79616,1924542313.23193,3571092237.5901,T5T6
4755753025.83052,1924541033.83415,3571090431.31781,T5T6
4755754081.59758,1924539740.02313,3571088603.96071,T5T6
4755755159.6959,1924538418.77418,3571086736.46971,T5T6
4755756244.55509,1924537089.22246,3571084856.83015,T5T6
4755757356.84622,1924535725.96507,3571082927.88934,T5T6
4755758474.40324,1924534356.2426,3571080989.48723,T5T6
4755747971.98868,1924547226.46667,3571099163.80697,T5T6
4755748948.29033,1924546030.28883,3571097479.26567,T5T6
4755749945.87395,1924544807.96119,3571095756.47592,T5T6
4755750956.0232,1924543570.19599,3571094011.104,T5T6
4755751982.72446,1924542312.09441,3571092235.98512,T5T6
4755753026.8249,1924541032.61557,3571090429.59673,T5T6
4755754082.63178,1924539738.75575,3571088602.17069,T5T6
4755755160.79944,1924538417.42173,3571086734.55771,T5T6
4755756245.69955,1924537087.81987,3571084854.84726,T5T6
4755757358.0633,1924535724.47338,3571082925.77858,T5T6
4755758475.69511,1924534354.65913,3571080987.24469,T5T6
4755747972.71756,1924547225.57365,3571099162.54976,T5T6
4755748949.07865,1924546029.32291,3571097477.90427,T5T6
4755749946.69984,1924544806.94922,3571095755.04963,T5T6
4755750956.91183,1924543569.10709,3571094009.56762,T5T6
4755751983.65176,1924542310.95811,3571092234.38187,T5T6
4755753027.81819,1924541031.39831,3571090427.87751,T5T6
4755754083.66487,1924539737.48975,3571088600.38263,T5T6
4755755161.90179,1924538416.07075,3571086732.64779,T5T6
4755756246.84277,1924537086.41879,3571084852.86651,T5T6
4755757359.27907,1924535722.9833,3571082923.6701,T5T6
4755758476.98559,1924534353.07738,3571080985.00457,T5T6
4755747973.44564,1924547224.68161,3571099161.29392,T5T6
4755748949.86612,1924546028.35803,3571097476.54434,T5T6
4755749947.52485,1924544805.93835,3571095753.62489,T5T6
4755750957.79949,1924543568.01936,3571094008.0329,T5T6
4755751984.57805,1924542309.82305,3571092232.78038,T5T6
4755753028.81042,1924541030.18237,3571090426.16014,T5T6
4755754084.69683,1924539736.22511,3571088598.59648,T5T6
4755755163.00294,1924538414.72123,3571086730.73993,T5T6
4755756247.98476,1924537085.01926,3571084850.88794,T5T6
4755757360.49352,1924535721.49484,3571082921.5639,T5T6
4755758478.27467,1924534351.49734,3571080982.76687,T5T6
4755747974.17295,1924547223.79053,3571099160.03945,T5T6
4755748950.65275,1924546027.39418,3571097475.18589,T5T6
4755749948.34897,1924544804.92857,3571095752.20168,T5T6
4755750958.6862,1924543566.93281,3571094006.49984,T5T6
4755751985.50335,1924542308.68921,3571092231.18059,T5T6
4755753029.80157,1924541028.96774,3571090424.44463,T5T6
4755754085.72767,1924539734.96184,3571088596.81227,T5T6
4755755164.10289,1924538413.37316,3571086728.83412,T5T6
4755756249.1255,1924537083.6212,3571084848.91147,T5T6
4755757361.70665,1924535720.00798,3571082919.45998,T5T6
4755758479.56236,1924534349.91901,3571080980.53159,T5T6
4755747974.89947,1924547222.90041,3571099158.78632,T5T6
4755748951.43853,1924546026.43139,3571097473.8289,T5T6
4755749949.1722,1924544803.91989,3571095750.78,T5T6
4755750959.57194,1924543565.84743,3571094004.96844,T5T6
4755751986.42764,1924542307.55659,3571092229.58252,T5T6
4755753030.79166,1924541027.75442,3571090422.73097,T5T6
4755754086.7574,1924539733.69995,3571088595.03,T5T6
4755755165.20169,1924538412.02655,3571086726.93039,T5T6
4755756250.26503,1924537082.22466,3571084846.93713,T5T6
4755757362.91847,1924535718.52273,3571082917.35833,T5T6
4755758480.84867,1924534348.34238,3571080978.29873,T5T6
4755747975.62521,1924547222.01124,3571099157.53454,T5T6
4755748952.22345,1924546025.46962,3571097472.47337,T5T6
4755749949.99454,1924544802.91229,3571095749.35987,T5T6
4755750960.45673,1924543564.76322,3571094003.43869,T5T6
4755751987.35096,1924542306.4252,3571092227.9862,T5T6
4755753031.78067,1924541026.54241,3571090421.01917,T5T6
4755754087.786,1924539732.43943,3571088593.24967,T5T6
4755755166.29928,1924538410.68139,3571086725.02871,T5T6
4755756251.40333,1924537080.82963,3571084844.96493,T5T6
4755757364.12899,1924535717.03908,3571082915.25895,T5T6
4755758482.13358,1924534346.76745,3571080976.06828,T5T6
4755747976.35016,1924547221.12304,3571099156.28411,T5T6
4755748953.00753,1924546024.5089,3571097471.1193,T5T6
4755749950.816,1924544801.90577,3571095747.94127,T5T6
4755750961.34058,1924543563.68017,3571094001.91058,T5T6
4755751988.27327,1924542305.29503,3571092226.39158,T5T6
4755753032.76863,1924541025.3317,3571090419.3092,T5T6
4755754088.81352,1924539731.18024,3571088591.47123,T5T6
4755755167.39568,1924538409.33768,3571086723.12906,T5T6
4755756252.54039,1924537079.4361,3571084842.99486,T5T6
4755757365.33821,1924535715.55703,3571082913.16183,T5T6
4755758483.41711,1924534345.19421,3571080973.84022,T5T6
4755747977.07434,1924547220.23579,3571099155.03503,T5T6
4755748953.79077,1924546023.54921,3571097469.7667,T5T6
4755749951.63656,1924544800.90035,3571095746.52418,T5T6
4755750962.22346,1924543562.59829,3571094000.38412,T5T6
4755751989.19457,1924542304.16607,3571092224.79869,T5T6
4755753033.75551,1924541024.1223,3571090417.60108,T5T6
4755754089.83992,1924539729.92242,3571088589.69471,T5T6
4755755168.49091,1924538407.99541,3571086721.23147,T5T6
4755756253.67623,1924537078.04408,3571084841.02689,T5T6
4755757366.54612,1924535714.07657,3571082911.06696,T5T6
4755758484.69926,1924534343.62267,3571080971.61457,T5T6
4755747977.79773,1924547219.3495,3571099153.78729,T5T6
4755748954.57316,1924546022.59055,3571097468.41554,T5T6
4755749952.45624,1924544799.896,3571095745.10864,T5T6
4755750963.1054,1924543561.51758,3571093998.8593,T5T6
4755751990.1149,1924542303.03832,3571092223.20751,T5T6
4755753034.74133,1924541022.9142,3571090415.89479,T5T6
4755754090.86522,1924539728.66596,3571088587.92011,T5T6
4755755169.58496,1924538406.6546,3571086719.33592,T5T6
4755756254.81085,1924537076.65354,3571084839.06105,T5T6
4755757367.75274,1924535712.5977,3571082908.97434,T5T6
4755758485.98001,1924534342.05282,3571080969.3913,T5T6
4755747978.52035,1924547218.46416,3571099152.54088,T5T6
4755748955.35471,1924546021.63292,3571097467.06583,T5T6
4755749953.27505,1924544798.89272,3571095743.69458,T5T6
4755750963.98639,1924543560.43803,3571093997.33612,T5T6
4755751991.03424,1924542301.91179,3571092221.61802,T5T6
4755753035.7261,1924541021.7074,3571090414.19033,T5T6
4755754091.88942,1924539727.41084,3571088586.1474,T5T6
4755755170.67784,1924538405.31521,3571086717.4424,T5T6
4755756255.94425,1924537075.26451,3571084837.09733,T5T6
4755757368.95806,1924535711.12042,3571082906.88397,T5T6
4755758487.25942,1924534340.48466,3571080967.17043,T5T6
4755747979.24221,1924547217.57976,3571099151.29582,T5T6
4755748956.13544,1924546020.67631,3571097465.71757,T5T6
4755749954.09299,1924544797.89052,3571095742.28207,T5T6
4755750964.86644,1924543559.35963,3571093995.81457,T5T6
4755751991.95258,1924542300.78646,3571092220.03027,T5T6
4755753036.7098,1924541020.50189,3571090412.4877,T5T6
4755754092.91253,1924539726.15705,3571088584.37659,T5T6
4755755171.76954,1924538403.97727,3571086715.55091,T5T6
4755756257.07642,1924537073.87697,3571084835.13573,T5T6
4755757370.16209,1924535709.64473,3571082904.79585,T5T6
4755758488.53745,1924534338.91818,3571080964.95193,T5T6
4755747979.96327,1924547216.69632,3571099150.05209,T5T6
4755748956.91531,1924546019.72073,3571097464.37076,T5T6
4755749954.91004,1924544796.88941,3571095740.87106,T5T6
4755750965.74555,1924543558.28239,3571093994.29464,T5T6
4755751992.86993,1924542299.66235,3571092218.44419,T5T6
4755753037.69247,1924541019.29767,3571090410.7869,T5T6
4755754093.93454,1924539724.90461,3571088582.60767,T5T6
4755755172.8601,1924538402.64076,3571086713.66145,T5T6
4755756258.2074,1924537072.4909,3571084833.17619,T5T6
4755757371.36484,1924535708.17062,3571082902.70996,T5T6
4755758489.8141,1924534337.35337,3571080962.73581,T5T6
4755747980.68356,1924547215.81382,3571099148.80969,T5T6
4755748957.69435,1924546018.76618,3571097463.02539,T5T6
4755749955.72621,1924544795.88935,3571095739.46156,T5T6
4755750966.6237,1924543557.2063,3571093992.77635,T5T6
4755751993.78634,1924542298.53942,3571092216.8598,T5T6
4755753038.67408,1924541018.09474,3571090409.08792,T5T6
4755754094.95545,1924539723.65351,3571088580.84065,T5T6
4755755173.94944,1924538401.30568,3571086711.774,T5T6
4755756259.33718,1924537071.1063,3571084831.21874,T5T6
4755757372.56628,1924535706.69808,3571082900.62631,T5T6
4755758491.08939,1924534335.79024,3571080960.52207,T5T6
4755747981.40311,1924547214.93226,3571099147.56862,T5T6
4755748958.47257,1924546017.81264,3571097461.68145,T5T6
4755749956.54152,1924544794.89038,3571095738.05357,T5T6
4755750967.50094,1924543556.13137,3571093991.25968,T5T6
4755751994.70174,1924542297.41771,3571092215.27713,T5T6
4755753039.65463,1924541016.89309,3571090407.39075,T5T6
4755754095.97527,1924539722.40377,3571088579.07554,T5T6
4755755175.03765,1924538399.97203,3571086709.88858,T5T6
4755756260.46574,1924537069.7232,3571084829.26341,T5T6
4755757373.76644,1924535705.22712,3571082898.54487,T5T6
4755758492.3633,1924534334.22878,3571080958.31068,T5T6
4755747982.12186,1924547214.05165,3571099146.32888,T5T6
4755748959.24995,1924546016.86012,3571097460.33895,T5T6
4755749957.35596,1924544793.89245,3571095736.64708,T5T6
4755750968.37722,1924543555.05758,3571093989.74463,T5T6
4755751995.61616,1924542296.29719,3571092213.69614,T5T6
4755753040.63415,1924541015.69273,3571090405.69539,T5T6
4755754096.994,1924539721.15534,3571088577.3123,T5T6
