Ea,Eb,Ec,Cond.
377486658.203397,1228841184.56778,388989638.643975,T3T4
377486354.202698,1228842260.34155,388989899.59426,T3T4
377486047.14793,1228843341.5104,388990160.08742,T3T4
377485725.938557,1228844447.60851,388990418.460083,T3T4
377485399.218398,1228845563.42646,388990676.007291,T3T4
377485061.479606,1228846698.65751,388990931.903556,T3T4
377484715.02838,1228847849.2446,388991186.494392,T3T4
377484360.7688,1228849013.59808,388991439.915346,T3T4
377483994.514083,1228850199.08719,388991691.538752,T3T4
377483623.742667,1228851392.55253,388991942.485693,T3T4
377486946.104647,1228840137.55517,388989375.515602,T3T4
377486657.97369,1228841185.40323,388989638.853953,T3T4
377486353.948238,1228842261.24112,388989899.81217,T3T4
377486046.867468,1228843342.47628,388990160.313077,T3T4
377485725.645888,1228844448.61643,388990418.695552,T3T4
377485398.89785,1228845564.504,388990676.250223,T3T4
377485061.146223,1228846699.77821,388990932.156208,T3T4
377484714.665244,1228847850.43823,388991186.754228,T3T4
377484360.392197,1228849014.83598,388991440.184808,T3T4
377483994.105858,1228850200.40132,388991691.815118,T3T4
377483623.32035,1228851393.91205,388991942.771592,T3T4
377486945.886127,1228840138.34993,388989375.715361,T3T4
377486657.74423,1228841186.23778,388989639.063701,T3T4
377486353.694055,1228842262.1397,388989900.029842,T3T4
377486046.587312,1228843343.44111,388990160.538486,T3T4
377485725.353539,1228844449.62326,388990418.930764,T3T4
377485398.577653,1228845565.58038,388990676.492891,T3T4
377485060.8132,1228846700.8977,388990932.408585,T3T4
377484714.302504,1228847851.63056,388991187.013781,T3T4
377484360.016007,1228849016.07253,388991440.453976,T3T4
377483993.698078,1228850201.71402,388991692.091183,T3T4
377483622.898492,1228851395.27008,388991943.057178,T3T4
377486945.667845,1228840139.14382,388989375.914902,T3T4
377486657.515018,1228841187.07141,388989639.273219,T3T4
377486353.44015,1228842263.03731,388989900.247278,T3T4
377486046.307463,1228843344.40488,388990160.76365,T3T4
377485725.061506,1228844450.62899,388990419.165718,T3T4
377485398.257804,1228845566.65558,388990676.735295,T3T4
377485060.480543,1228846702.01596,388990932.660685,T3T4
377484713.94016,1228847852.82159,388991187.27305,T3T4
377484359.640227,1228849017.30773,388991440.722851,T3T4
377483993.290742,1228850203.02529,388991692.366946,T3T4
377483622.477091,1228851396.62664,388991943.342453,T3T4
377486945.4498,1228840139.93685,388989376.114226,T3T4
377486657.286063,1228841187.90413,388989639.482511,T3T4
377486353.18652,1228842263.93393,388989900.464477,T3T4
377486046.027925,1228843345.36759,388990160.988569,T3T4
377485724.769793,1228844451.63362,388990419.400418,T3T4
377485397.938303,1228845567.7296,388990676.977434,T3T4
377485060.148248,1228846703.133,388990932.912512,T3T4
377484713.57821,1228847854.01132,388991187.532038,T3T4
377484359.264856,1228849018.54159,388991440.991432,T3T4
377483992.883849,1228850204.33513,388991692.642409,T3T4
377483622.05615,1228851397.98172,388991943.627418,T3T4
377486945.231994,1228840140.72902,388989376.313333,T3T4
377486657.057351,1228841188.73595,388989639.691574,T3T4
377486352.933167,1228842264.82959,388989900.681439,T3T4
377486045.748682,1228843346.32927,388990161.213244,T3T4
377485724.478396,1228844452.63716,388990419.634862,T3T4
377485397.619151,1228845568.80246,388990677.21931,T3T4
377485059.816317,1228846704.24883,388990933.164066,T3T4
377484713.216653,1228847855.19976,388991187.790743,T3T4
377484358.8899,1228849019.7741,388991441.259723,T3T4
377483992.4774,1228850205.64355,388991692.917573,T3T4
377483621.635674,1228851399.33531,388991943.912073,T3T4
377486945.014424,1228840141.52033,388989376.512223,T3T4
377486656.82889,1228841189.56687,388989639.900411,T3T4
377486352.680088,1228842265.72427,388989900.898166,T3T4
377486045.469743,1228843347.2899,388990161.437673,T3T4
377485724.187316,1228844453.63961,388990419.869051,T3T4
377485397.300344,1228845569.87415,388990677.460923,T3T4
377485059.484744,1228846705.36344,388990933.415346,T3T4
377484712.855489,1228847856.38691,388991188.049168,T3T4
377484358.515341,1228849021.00528,388991441.52772,T3T4
377483992.071392,1228850206.95054,388991693.192437,T3T4
377483621.21565,1228851400.68744,388991944.196418,T3T4
377486944.797089,1228840142.31078,388989376.710899,T3T4
377486656.600682,1228841190.39687,388989640.109021,T3T4
377486352.427285,1228842266.61797,388989901.114657,T3T4
377486045.191107,1228843348.24949,388990161.66186,T3T4
377485723.896551,1228844454.64097,388990420.102986,T3T4
377485396.981884,1228845570.94468,388990677.702274,T3T4
377485059.15353,1228846706.47685,388990933.666352,T3T4
377484712.494717,1228847857.57277,388991188.307312,T3T4
377484358.14119,1228849022.23513,388991441.795427,T3T4
377483991.665824,1228850208.25612,388991693.467004,T3T4
377483620.796079,1228851402.03811,388991944.480454,T3T4
377486944.579989,1228840143.10037,388989376.909358,T3T4
377486656.372713,1228841191.22599,388989640.317404,T3T4
377486352.174756,1228842267.51071,388989901.330914,T3T4
377486044.912773,1228843349.20804,388990161.885803,T3T4
377485723.606103,1228844455.64124,388990420.336668,T3T4
377485396.663768,1228845572.01406,388990677.943363,T3T4
377485058.822678,1228846707.58905,388990933.917087,T3T4
377484712.134336,1228847858.75734,388991188.565176,T3T4
377484357.767453,1228849023.46363,388991442.062845,T3T4
377483991.260695,1228850209.56028,388991693.741271,T3T4
377483620.376965,1228851403.38731,388991944.764183,T3T4
377486944.363126,1228840143.88911,388989377.107602,T3T4
377486656.144992,1228841192.05421,388989640.525562,T3T4
377486351.922499,1228842268.40249,388989901.546936,T3T4
377486044.634741,1228843350.16556,388990162.109503,T3T4
377485723.315968,1228844456.64044,388990420.570096,T3T4
377485396.345997,1228845573.08227,388990678.184191,T3T4
377485058.492181,1228846708.70004,388990934.16755,T3T4
377484711.774345,1228847859.94063,388991188.822761,T3T4
377484357.394111,1228849024.69081,388991442.329972,T3T4
377483990.856006,1228850210.86303,388991694.015243,T3T4
377483619.958303,1228851404.73505,388991945.047604,T3T4
377486944.146496,1228840144.677,388989377.305631,T3T4
377486655.917516,1228841192.88153,388989640.733494,T3T4
377486351.670516,1228842269.2933,388989901.762725,T3T4
377486044.357009,1228843351.12204,388990162.332962,T3T4
377485723.026148,1228844457.63855,388990420.803272,T3T4
377485396.028569,1228845574.14932,388990678.424759,T3T4
377485058.16204,1228846709.80984,388990934.417741,T3T4
377484711.414744,1228847861.12265,388991189.080067,T3T4
377484357.021176,1228849025.91666,388991442.59681,T3T4
377483990.451754,1228850212.16437,388991694.288918,T3T4
377483619.540099,1228851406.08132,388991945.330719,T3T4
377486943.930102,1228840145.46403,388989377.503448,T3T4
377486655.69029,1228841193.70796,388989640.941203,T3T4
377486351.418804,1228842270.18314,388989901.97828,T3T4
377486044.079577,1228843352.07748,388990162.55618,T3T4
377485722.736642,1228844458.63558,388990421.036195,T3T4
377485395.711486,1228845575.21523,388990678.665068,T3T4
377485057.832258,1228846710.91844,388990934.667664,T3T4
377484711.055531,1228847862.30338,388991189.337095,T3T4
377484356.648644,1228849027.14119,388991442.86336,T3T4
377483990.047939,1228850213.46431,388991694.562297,T3T4
377483619.122346,1228851407.42614,388991945.613528,T3T4
377486943.713939,1228840146.25021,388989377.70105,T3T4
377486655.463308,1228841194.53349,388989641.148686,T3T4
377486351.167364,1228842271.07203,388989902.193603,T3T4
377486043.802444,1228843353.03189,388990162.779156,T3T4
377485722.447447,1228844459.63154,388990421.268869,T3T4
377485395.394743,1228845576.27998,388990678.905115,T3T4
377485057.502833,1228846712.02583,388990934.917316,T3T4
377484710.696706,1228847863.48284,388991189.593846,T3T4
377484356.276514,1228849028.36439,388991443.129622,T3T4
377483989.64456,1228850214.76284,388991694.835382,T3T4
377483618.705044,1228851408.76951,388991945.896032,T3T4
377486943.498011,1228840147.03555,388989377.898439,T3T4
377486655.236571,1228841195.35814,388989641.355945,T3T4
377486350.916197,1228842271.95995,388989902.408694,T3T4
377486043.525611,1228843353.98528,388990163.001892,T3T4
377485722.158563,1228844460.62642,388990421.50129,T3T4
377485395.078342,1228845577.34359,388990679.144904,T3T4
377485057.173761,1228846713.13204,388990935.166698,T3T4
377484710.338267,1228847864.66103,388991189.850319,T3T4
377484355.904789,1228849029.58627,388991443.395598,T3T4
377483989.241616,1228850216.05997,388991695.108171,T3T4
377483618.288187,1228851410.11145,388991946.178231,T3T4
377486943.282314,1228840147.82004,388989378.095616,T3T4
377486655.010083,1228841196.18188,388989641.562983,T3T4
377486350.665298,1228842272.84692,388989902.623553,T3T4
377486043.249075,1228843354.93763,388990163.224387,T3T4
377485721.86999,1228844461.62024,388990421.733461,T3T4
377485394.762282,1228845578.40605,388990679.384435,T3T4
377485056.845046,1228846714.23705,388990935.415813,T3T4
377484709.980215,1228847865.83795,388991190.106517,T3T4
377484355.53346,1228849030.80684,388991443.661285,T3T4
377483988.839106,1228850217.35571,388991695.380667,T3T4
377483617.871781,1228851411.45192,388991946.460124,T3T4
377486943.06685,1228840148.60369,388989378.292581,T3T4
377486654.783825,1228841197.00477,388989641.769795,T3T4
377486350.41467,1228842273.73294,388989902.83818,T3T4
377486042.972836,1228843355.88896,388990163.446644,T3T4
377485721.581728,1228844462.61298,388990421.965383,T3T4
377485394.446562,1228845579.46736,388990679.623708,T3T4
377485056.51668,1228846715.34088,388990935.664659,T3T4
377484709.622548,1228847867.01361,388991190.362438,T3T4
377484355.162532,1228849032.0261,388991443.926688,T3T4
377483988.437028,1228850218.65004,388991695.652869,T3T4
377483617.455824,1228851412.79096,388991946.741716,T3T4
377486942.851618,1228840149.38649,388989378.489334,T3T4
377486654.557821,1228841197.82675,388989641.976388,T3T4
377486350.164311,1228842274.61801,388989903.052578,T3T4
377486042.696894,1228843356.83927,388990163.668662,T3T4
377485721.293776,1228844463.60466,388990422.197054,T3T4
377485394.131181,1228845580.52754,388990679.862724,T3T4
377485056.188676,1228846716.4435,388990935.913238,T3T4
377484709.265265,1228847868.188,388991190.618085,T3T4
377484354.792,1228849033.24404,388991444.191806,T3T4
377483988.035382,1228850219.94299,388991695.924779,T3T4
377483617.040314,1228851414.12856,388991947.023005,T3T4
377486942.636616,1228840150.16846,388989378.685876,T3T4
377486654.332057,1228841198.64785,388989642.182758,T3T4
377486349.914221,1228842275.50212,388989903.266744,T3T4
377486042.421249,1228843357.78856,388990163.89044,T3T4
377485721.006135,1228844464.59526,388990422.428478,T3T4
377485393.816138,1228845581.58658,388990680.101484,T3T4
377485055.861015,1228846717.54497,388990936.161549,T3T4
377484708.908366,1228847869.36112,388991190.873457,T3T4
377484354.421871,1228849034.46068,388991444.456638,T3T4
377483987.634169,1228850221.23455,388991696.196397,T3T4
377483616.625259,1228851415.46471,388991947.303993,T3T4
377486942.421845,1228840150.94958,388989378.882206,T3T4
377486654.106536,1228841199.46808,388989642.388905,T3T4
377486349.664399,1228842276.38529,388989903.480682,T3T4
377486042.1459,1228843358.73684,388990164.111982,T3T4
377485720.718799,1228844465.58482,388990422.659652,T3T4
377485393.501434,1228845582.64448,388990680.339987,T3T4
377485055.533709,1228846718.64524,388990936.409594,T3T4
377484708.551849,1228847870.533,388991191.128555,T3T4
377484354.052137,1228849035.67601,388991444.721188,T3T4
377483987.233385,1228850222.52473,388991696.467723,T3T4
377483616.210632,1228851416.79945,388991947.584677,T3T4
377486942.207303,1228840151.72987,388989379.078326,T3T4
377486653.881256,1228841200.28742,388989642.594833,T3T4
377486349.414844,1228842277.26751,388989903.69439,T3T4
377486041.870845,1228843359.68409,388990164.333285,T3T4
377485720.431772,1228844466.57331,388990422.89058,T3T4
377485393.187067,1228845583.70125,388990680.578234,T3T4
377485055.206751,1228846719.74433,388990936.657373,T3T4
377484708.195715,1228847871.70361,388991191.38338,T3T4
377484353.682791,1228849036.89005,388991444.985451,T3T4
377483986.83303,1228850223.81353,388991696.738759,T3T4
377483615.796457,1228851418.13275,388991947.865062,T3T4
377486941.992992,1228840152.50932,388989379.274237,T3T4
377486653.656217,1228841201.10589,388989642.800541,T3T4
377486349.165559,1228842278.14878,388989903.907868,T3T4
377486041.596085,1228843360.63033,388990164.554353,T3T4
377485720.145052,1228844467.56074,388990423.12126,T3T4
377485392.873036,1228845584.75689,388990680.816227,T3T4
377485054.880148,1228846720.84225,388990936.904888,T3T4
377484707.839961,1228847872.87298,388991191.637932,T3T4
377484353.313852,1228849038.10277,388991445.249435,T3T4
377483986.433103,1228850225.10094,388991697.009504,T3T4
377483615.382732,1228851419.46461,388991948.145147,T3T4
377486941.778909,1228840153.28795,388989379.469938,T3T4
377486653.431413,1228841201.92349,388989643.006028,T3T4
377486348.916537,1228842279.02912,388989904.121119,T3T4
377486041.321618,1228843361.57556,388990164.775183,T3T4
377485719.858639,1228844468.54711,388990423.351693,T3T4
377485392.559341,1228845585.8114,388990681.053966,T3T4
377485054.55389,1228846721.93899,388990937.152138,T3T4
377484707.484588,1228847874.04109,388991191.892212,T3T4
377484352.9453,1228849039.31421,388991445.513134,T3T4
377483986.033604,1228850226.38698,388991697.279961,T3T4
377483614.969439,1228851420.79507,388991948.424931,T3T4
377486941.565056,1228840154.06573,388989379.665431,T3T4
377486653.206861,1228841202.74019,388989643.211296,T3T4
377486348.667782,1228842279.90851,388989904.334142,T3T4
377486041.047444,1228843362.51978,388990164.995778,T3T4
377485719.572532,1228844469.53244,388990423.581881,T3T4
377485392.245981,1228845586.86478,388990681.29145,T3T4
377485054.227982,1228846723.03456,388990937.399123,T3T4
377484707.129593,1228847875.20796,388991192.14622,T3T4
377484352.577144,1228849040.52436,388991445.776553,T3T4
377483985.634532,1228850227.67164,388991697.550128,T3T4
377483614.556589,1228851422.1241,388991948.704418,T3T4
377486941.35143,1228840154.84269,388989379.860714,T3T4
377486652.982541,1228841203.55605,388989643.416344,T3T4
377486348.419292,1228842280.78697,388989904.546939,T3T4
377486040.773563,1228843363.463,388990165.216138,T3T4
377485719.286731,1228844470.51671,388990423.811823,T3T4
377485391.932954,1228845587.91704,388990681.528681,T3T4
377485053.902421,1228846724.12897,388990937.645846,T3T4
377484706.774978,1228847876.37358,388991192.399958,T3T4
377484352.209384,1228849041.7332,388991446.03969,T3T4
377483985.235886,1228850228.95494,388991697.820007,T3T4
377483614.144181,1228851423.45171,388991948.983605,T3T4
377486941.138031,1228840155.61883,388989380.05579,T3T4
377486652.75846,1228841204.37103,388989643.621175,T3T4
377486348.171067,1228842281.66449,388989904.759508,T3T4
377486040.499973,1228843364.40521,388990165.436262,T3T4
377485719.001234,1228844471.49993,388990424.04152,T3T4
377485391.620261,1228845588.96818,388990681.765659,T3T4
377485053.577208,1228846725.2222,388990937.892305,T3T4
377484706.42074,1228847877.53796,388991192.653424,T3T4
377484351.842012,1228849042.94076,388991446.302547,T3T4
377483984.837664,1228850230.23687,388991698.089599,T3T4
377483613.732208,1228851424.77791,388991949.262494,T3T4
377486940.92486,1228840156.39413,388989380.250657,T3T4
377486652.534618,1228841205.18513,388989643.825787,T3T4
377486347.923106,1228842282.54107,388989904.97185,T3T4
377486040.226674,1228843365.34641,388990165.656152,T3T4
377485718.716039,1228844472.4821,388990424.270972,T3T4
377485391.3079,1228845590.0182,388990682.002385,T3T4
377485053.252341,1228846726.31428,388990938.138502,T3T4
377484706.06688,1228847878.7011,388991192.906622,T3T4
377484351.475029,1228849044.14705,388991446.565123,T3T4
377483984.439866,1228850231.51743,388991698.358903,T3T4
377483613.320683,1228851426.10269,388991949.541089,T3T4
377486940.711916,1228840157.16861,388989380.445318,T3T4
377486652.311014,1228841205.99838,388989644.030181,T3T4
377486347.675408,1228842283.41673,388989905.183968,T3T4
377486039.953667,1228843366.28662,388990165.875808,T3T4
377485718.431147,1228844473.46324,388990424.50018,T3T4
377485390.995874,1228845591.06711,388990682.238859,T3T4
377485052.92782,1228846727.40519,388990938.384437,T3T4
377484705.713395,1228847879.863,388991193.15955,T3T4
377484351.108436,1228849045.35204,388991446.827421,T3T4
377483984.042491,1228850232.79663,388991698.627921,T3T4
377483612.909591,1228851427.42606,388991949.819385,T3T4
377486940.499197,1228840157.94227,388989380.639772,T3T4
377486652.087648,1228841206.81076,388989644.234359,T3T4
377486347.427976,1228842284.29145,388989905.39586,T3T4
377486039.680948,1228843367.22583,388990166.095232,T3T4
377485718.14656,1228844474.44333,388990424.729145,T3T4
377485390.684176,1228845592.1149,388990682.475082,T3T4
377485052.603641,1228846728.49494,388990938.630111,T3T4
377484705.360286,1228847881.02367,388991193.412209,T3T4
377484350.742236,1228849046.55576,388991447.08944,T3T4
377483983.645537,1228850234.07447,388991698.896653,T3T4
377483612.498931,1228851428.74804,388991950.097386,T3T4
377486940.286705,1228840158.71511,388989380.834019,T3T4
377486651.86452,1228841207.62228,388989644.438321,T3T4
377486347.180804,1228842285.16525,388989905.607526,T3T4
377486039.40852,1228843368.16404,388990166.314422,T3T4
377485717.862273,1228844475.42238,388990424.957866,T3T4
377485390.37281,1228845593.16158,388990682.711054,T3T4
377485052.279808,1228846729.58354,388990938.875524,T3T4
377484705.007552,1228847882.18311,388991193.6646,T3T4
377484350.376423,1228849047.7582,388991447.351181,T3T4
377483983.249006,1228850235.35096,388991699.1651,T3T4
377483612.088715,1228851430.0686,388991950.375094,T3T4
377486940.074437,1228840159.48713,388989381.02806,T3T4
377486651.641629,1228841208.43294,388989644.642065,T3T4
377486346.933895,1228842286.03812,388989905.818969,T3T4
377486039.13638,1228843369.10125,388990166.53338,T3T4
377485717.578289,1228844476.40039,388990425.186346,T3T4
377485390.061775,1228845594.20715,388990682.946777,T3T4
377485051.956314,1228846730.67099,388990939.120676,T3T4
377484704.655191,1228847883.34132,388991193.916724,T3T4
377484350.011,1228849048.95936,388991447.612644,T3T4
377483982.852894,1228850236.62609,388991699.433263,T3T4
377483611.678927,1228851431.38777,388991950.652505,T3T4
377486939.862394,1228840160.25833,388989381.221896,T3T4
377486651.41897,1228841209.24275,388989644.845594,T3T4
377486346.687246,1228842286.91006,388989906.030188,T3T4
377486038.864528,1228843370.03748,388990166.752106,T3T4
377485717.294604,1228844477.37737,388990425.414584,T3T4
377485389.751068,1228845595.25161,388990683.182249,T3T4
377485051.633169,1228846731.75728,388990939.365569,T3T4
377484704.303204,1228847884.4983,388991194.168579,T3T4
377484349.645962,1228849050.15925,388991447.873832,T3T4
377483982.457201,1228850237.89988,388991699.701141,T3T4
377483611.269586,1228851432.70552,388991950.929625,T3T4
377486939.650576,1228840161.02871,388989381.415527,T3T4
377486651.196548,1228841210.05169,388989645.048907,T3T4
377486346.440859,1228842287.78108,388989906.241182,T3T4
377486038.592964,1228843370.97271,388990166.9706,T3T4
377485717.01122,1228844478.35331,388990425.642579,T3T4
377485389.44069,1228845596.29497,388990683.417472,T3T4
377485051.310359,1228846732.84243,388990939.610203,T3T4
377484703.951588,1228847885.65406,388991194.420169,T3T4
377484349.28131,1228849051.35787,388991448.134742,T3T4
377483982.061928,1228850239.17231,388991699.968736,T3T4
377483610.860668,1228851434.0219,388991951.20645,T3T4
377486939.43898,1228840161.79829,388989381.608953,T3T4
377486650.974355,1228841210.85979,388989645.252005,T3T4
377486346.194731,1228842288.65119,388989906.451955,T3T4
377486038.321686,1228843371.90696,388990167.188864,T3T4
377485716.728135,1228844479.32823,388990425.870334,T3T4
377485389.13064,1228845597.33722,388990683.652447,T3T4
377485050.987894,1228846733.92642,388990939.854579,T3T4
377484703.600345,1228847886.8086,388991194.671493,T3T4
377484348.917048,1228849052.55522,388991448.395377,T3T4
377483981.667071,1228850240.44341,388991700.236048,T3T4
377483610.452182,1228851435.33689,388991951.482982,T3T4
377486939.227609,1228840162.56705,388989381.802177,T3T4
377486650.752411,1228841211.66702,388989645.454891,T3T4
377486345.948863,1228842289.52037,388989906.662504,T3T4
377486038.050694,1228843372.84022,388990167.406897,T3T4
377485716.445348,1228844480.30211,388990426.097849,T3T4
377485388.820917,1228845598.37838,388990683.887173,T3T4
377485050.665769,1228846735.00928,388990940.098696,T3T4
377484703.249471,1228847887.96192,388991194.922552,T3T4
377484348.553165,1228849053.75131,388991448.655737,T3T4
377483981.272632,1228850241.71316,388991700.503078,T3T4
377483610.04412,1228851436.6505,388991951.759222,T3T4
4755747953.50531,1924547249.11219,3571099195.68775,T5T6
4755748928.29954,1924546054.78335,3571097513.78876,T5T6
4755749924.93028,1924544833.62316,3571095792.64458,T5T6
4755750933.48895,1924543597.8091,3571094050.06439,T5T6
4755751959.20944,1924542340.90922,3571092276.6412,T5T6
4755753001.63624,1924541063.48356,3571090473.19378,T5T6
4755754056.43447,1924539770.85969,3571088647.51353,T5T6
4755755132.8455,1924538451.68081,3571086782.99069,T5T6
4755756216.70907,1924537123.34912,3571084905.07611,T5T6
4755757327.23326,1924535762.25965,3571082979.2466,T5T6
4755758442.97041,1924534394.7701,3571081044.05089,T5T6
4755747954.25448,1924547248.19433,3571099194.39557,T5T6
4755748929.1098,1924546053.79055,3571097512.38947,T5T6
4755749925.77915,1924544832.58304,3571095791.17862,T5T6
4755750934.40231,1924543596.6899,3571094048.48526,T5T6
4755751960.16255,1924542339.74131,3571092274.99333,T5T6
4755753002.65718,1924541062.23243,3571090471.42671,T5T6
4755754057.4963,1924539769.55844,3571088645.67568,T5T6
4755755133.97851,1924538450.29223,3571086781.02761,T5T6
4755756217.88412,1924537121.90907,3571084903.04026,T5T6
4755757328.48285,1924535760.7281,3571082977.07944,T5T6
4755758444.2968,1924534393.14433,3571081041.74843,T5T6
4755747955.00281,1924547247.27749,3571099193.10483,T5T6
4755748929.91916,1924546052.79884,3571097510.99175,T5T6
4755749926.6271,1924544831.54406,3571095789.71425,T5T6
4755750935.31464,1924543595.57194,3571094046.90788,T5T6
4755751961.11459,1924542338.57468,3571092273.3473,T5T6
4755753003.67699,1924541060.98269,3571090469.66161,T5T6
4755754058.55694,1924539768.25868,3571088643.83993,T5T6
4755755135.11027,1924538448.90519,3571086779.06672,T5T6
4755756219.05784,1924537120.4706,3571084901.00665,T5T6
4755757329.73106,1924535759.19826,3571082974.9147,T5T6
4755758445.62171,1924534391.52037,3571081039.44854,T5T6
4755747955.75031,1924547246.36167,3571099191.81551,T5T6
4755748930.72762,1924546051.80825,3571097509.59557,T5T6
4755749927.4741,1924544830.50625,3571095788.25153,T5T6
4755750936.22596,1924543594.45522,3571094045.33226,T5T6
4755751962.06558,1924542337.40937,3571092271.70309,T5T6
4755753004.69566,1924541059.73433,3571090467.89847,T5T6
4755754059.61641,1924539766.96034,3571088642.00619,T5T6
4755755136.24078,1924538447.51969,3571086777.10801,T5T6
4755756220.23026,1924537119.03373,3571084898.97531,T5T6
4755757330.97788,1924535757.67012,3571082972.75237,T5T6
4755758446.94514,1924534389.89821,3571081037.1512,T5T6
4755747956.49697,1924547245.44686,3571099190.52763,T5T6
4755748931.53519,1924546050.81874,3571097508.20096,T5T6
4755749928.32015,1924544829.46959,3571095786.79044,T5T6
4755750937.13627,1924543593.33973,3571094043.75838,T5T6
4755751963.01551,1924542336.24534,3571092270.06073,T5T6
4755753005.7132,1924541058.48736,3571090466.13729,T5T6
4755754060.67469,1924539765.66344,3571088640.17448,T5T6
4755755137.37003,1924538446.13574,3571086775.15147,T5T6
4755756221.40139,1924537117.59847,3571084896.94623,T5T6
4755757332.22331,1924535756.14368,3571082970.59242,T5T6
4755758448.26713,1924534388.27786,3571081034.85641,T5T6
4755747957.24282,1924547244.53306,3571099189.24117,T5T6
4755748932.34185,1924546049.83036,3571097506.8079,T5T6
4755749929.16528,1924544828.43408,3571095785.33095,T5T6
4755750938.04558,1924543592.22548,3571094042.18625,T5T6
4755751963.9644,1924542335.08259,3571092268.42015,T5T6
4755753006.72961,1924541057.24177,3571090464.37806,T5T6
4755754061.73181,1924539764.36798,3571088638.34479,T5T6
4755755138.49804,1924538444.75331,3571086773.19709,T5T6
4755756222.57122,1924537116.16478,3571084894.91938,T5T6
4755757333.46737,1924535754.61892,3571082968.43488,T5T6
4755758449.58763,1924534386.6593,3571081032.56416,T5T6
4755747957.98784,1924547243.62028,3571099187.95614,T5T6
4755748933.14762,1924546048.84304,3571097505.41636,T5T6
4755749930.00946,1924544827.39971,3571095783.87309,T5T6
4755750938.95387,1924543591.11247,3571094040.61586,T5T6
4755751964.91223,1924542333.92115,3571092266.78142,T5T6
4755753007.7449,1924541055.99757,3571090462.62078,T5T6
4755754062.78776,1924539763.07393,3571088636.51712,T5T6
4755755139.62478,1924538443.37242,3571086771.24489,T5T6
4755756223.73976,1924537114.73268,3571084892.89476,T5T6
4755757334.71004,1924535753.09585,3571082966.27972,T5T6
4755758450.90669,1924534385.04253,3571081030.27445,T5T6
4755747958.73203,1924547242.7085,3571099186.67252,T5T6
4755748933.95251,1924546047.85683,3571097504.02637,T5T6
4755749930.85272,1924544826.36648,3571095782.41683,T5T6
4755750939.86117,1924543590.00069,3571094039.0472,T5T6
4755751965.85902,1924542332.76098,3571092265.14449,T5T6
4755753008.75906,1924541054.75473,3571090460.86543,T5T6
4755754063.84253,1924539761.78135,3571088634.69151,T5T6
4755755140.75029,1924538441.99305,3571086769.29484,T5T6
4755756224.90701,1924537113.30217,3571084890.8724,T5T6
4755757335.95136,1924535751.57447,3571082964.12695,T5T6
4755758452.22428,1924534383.42754,3571081027.98728,T5T6
4755747959.4754,1924547241.79774,3571099185.39034,T5T6
4755748934.7565,1924546046.87169,3571097502.6379,T5T6
4755749931.69504,1924544825.3344,3571095780.96219,T5T6
4755750940.76745,1924543588.89013,3571094037.48027,T5T6
4755751966.80475,1924542331.6021,3571092263.50938,T5T6
4755753009.77212,1924541053.51327,3571090459.11203,T5T6
4755754064.89615,1924539760.49018,3571088632.8679,T5T6
4755755141.87455,1924538440.6152,3571086767.34694,T5T6
4755756226.07295,1924537111.87324,3571084888.85228,T5T6
4755757337.19129,1924535750.05477,3571082961.97655,T5T6
4755758453.54041,1924534381.81435,3571081025.70262,T5T6
4755747960.21795,1924547240.88798,3571099184.10956,T5T6
4755748935.55962,1924546045.88765,3571097501.25097,T5T6
4755749932.53643,1924544824.30346,3571095779.50916,T5T6
4755750941.67275,1924543587.78081,3571094035.91508,T5T6
4755751967.74943,1924542330.44449,3571092261.87606,T5T6
4755753010.78404,1924541052.27318,3571090457.36056,T5T6
4755754065.94859,1924539759.20045,3571088631.04631,T5T6
4755755142.99757,1924538439.23888,3571086765.4012,T5T6
4755756227.23761,1924537110.4459,3571084886.83441,T5T6
4755757338.42986,1924535748.53674,3571082959.82852,T5T6
4755758454.85509,1924534380.20293,3571081023.42048,T5T6
4755747960.95969,1924547239.97922,3571099182.83019,T5T6
4755748936.36185,1924546044.90469,3571097499.86557,T5T6
4755749933.37689,1924544823.27365,3571095778.05771,T5T6
4755750942.57704,1924543586.6727,3571094034.35161,T5T6
4755751968.69309,1924542329.28816,3571092260.24455,T5T6
4755753011.79486,1924541051.03446,3571090455.61102,T5T6
4755754066.99988,1924539757.91212,3571088629.2267,T5T6
4755755144.11936,1924538437.86407,3571086763.4576,T5T6
4755756228.40099,1924537109.02012,3571084884.81873,T5T6
4755757339.66706,1924535747.02039,3571082957.68287,T5T6
4755758456.16833,1924534378.59329,3571081021.14087,T5T6
4755747961.70059,1924547239.07146,3571099181.55223,T5T6
4755748937.16318,1924546043.92282,3571097498.48169,T5T6
4755749934.21642,1924544822.24497,3571095776.60787,T5T6
4755750943.48034,1924543585.56581,3571094032.78986,T5T6
4755751969.6357,1924542328.1331,3571092258.61482,T5T6
4755753012.80456,1924541049.7971,3571090453.86341,T5T6
4755754068.05003,1924539756.62521,3571088627.40909,T5T6
4755755145.2399,1924538436.49078,3571086761.51613,T5T6
4755756229.56308,1924537107.59591,3571084882.80529,T5T6
4755757340.9029,1924535745.50571,3571082955.53957,T5T6
4755758457.48012,1924534376.98541,3571081018.86376,T5T6
4755747962.44069,1924547238.1647,3571099180.27568,T5T6
4755748937.96364,1924546042.94202,3571097497.09933,T5T6
4755749935.05504,1924544821.21743,3571095775.15962,T5T6
